count,lang,rel_type,rel_lang
2,Old East Slavic,borrowed_from,Polish
8,Old East Slavic,doublet_with,Old East Slavic
3,Old East Slavic,has_prefix_with_root,Old East Slavic
3,Old East Slavic,has_suffix,Old East Slavic
14,Old East Slavic,has_affix,Old East Slavic
10,Old East Slavic,has_affix,Proto-Slavic
1,Russian,etymologically_related_to,Old Median
4,Russian,etymologically_related_to,Old Armenian
249,Russian,etymologically_related_to,English
141,Russian,etymologically_related_to,Proto-Indo-European
2967,Russian,etymologically_related_to,Russian
59,Russian,etymologically_related_to,Lithuanian
146,Russian,etymologically_related_to,Latin
5,Russian,etymologically_related_to,Translingual
570,Russian,etymologically_related_to,Proto-Slavic
169,Russian,etymologically_related_to,Old East Slavic
171,Russian,etymologically_related_to,Ancient Greek
16,Russian,etymologically_related_to,Greek
18,Russian,etymologically_related_to,Turkish
99,Russian,etymologically_related_to,Serbo-Croatian
126,Russian,etymologically_related_to,Old Church Slavonic
36,Russian,etymologically_related_to,Czech
1,Russian,etymologically_related_to,Etruscan
43,Russian,etymologically_related_to,Bulgarian
11,Russian,etymologically_related_to,Lower Sorbian
1,Russian,etymologically_related_to,Old Georgian
1,Russian,etymologically_related_to,Kildin Sami
30,Russian,etymologically_related_to,Sanskrit
3,Russian,etymologically_related_to,Old English
67,Russian,etymologically_related_to,German
20,Russian,etymologically_related_to,Japanese
9,Russian,etymologically_related_to,Spanish
2,Russian,etymologically_related_to,Chuvash
5,Russian,etymologically_related_to,Middle Low German
2,Russian,etymologically_related_to,Middle Dutch
5,Russian,etymologically_related_to,Middle French
70,Russian,etymologically_related_to,Ukrainian
7,Russian,etymologically_related_to,Proto-Balto-Slavic
83,Russian,etymologically_related_to,Polish
30,Russian,etymologically_related_to,Slovene
18,Russian,etymologically_related_to,Slovak
14,Russian,etymologically_related_to,Old Norse
54,Russian,etymologically_related_to,French
6,Russian,etymologically_related_to,Dutch
1,Russian,etymologically_related_to,Proto-Celtic
4,Russian,etymologically_related_to,Hindi
19,Russian,etymologically_related_to,Belarusian
1,Russian,etymologically_related_to,Limburgish
22,Russian,etymologically_related_to,Arabic
11,Russian,etymologically_related_to,Hungarian
4,Russian,etymologically_related_to,Avestan
14,Russian,etymologically_related_to,Persian
7,Russian,etymologically_related_to,Romanian
6,Russian,etymologically_related_to,Old High German
4,Russian,etymologically_related_to,Bashkir
7,Russian,etymologically_related_to,Ottoman Turkish
1,Russian,etymologically_related_to,Albanian
1,Russian,etymologically_related_to,Xhosa
3,Russian,etymologically_related_to,Georgian
4,Russian,etymologically_related_to,Upper Sorbian
22,Russian,etymologically_related_to,Latvian
1,Russian,etymologically_related_to,Turkmen
1,Russian,etymologically_related_to,Old Turkic
1,Russian,etymologically_related_to,Portuguese
14,Russian,etymologically_related_to,Undetermined
5,Russian,etymologically_related_to,Macedonian
4,Russian,etymologically_related_to,Uzbek
4,Russian,etymologically_related_to,Old Prussian
18,Russian,etymologically_related_to,Italian
1,Russian,etymologically_related_to,Tajik
4,Russian,etymologically_related_to,Proto-Germanic
4,Russian,etymologically_related_to,Ossetian
2,Russian,etymologically_related_to,Mansi
11,Russian,etymologically_related_to,Korean
4,Russian,etymologically_related_to,Yiddish
8,Russian,etymologically_related_to,Tatar
8,Russian,etymologically_related_to,Middle High German
1,Russian,etymologically_related_to,Old Irish
3,Russian,etymologically_related_to,Gothic
4,Russian,etymologically_related_to,Crimean Tatar
1,Russian,etymologically_related_to,Andalusian Arabic
1,Russian,etymologically_related_to,Icelandic
1,Russian,etymologically_related_to,Provençal
1,Russian,etymologically_related_to,Byzantine Greek
1,Russian,etymologically_related_to,Komi-Zyrian
2,Russian,etymologically_related_to,Kazakh
19,Russian,etymologically_related_to,Armenian
1,Russian,etymologically_related_to,Swedish
3,Russian,etymologically_related_to,Tamil
1,Russian,etymologically_related_to,Northern Sami
1,Russian,etymologically_related_to,Old Russian
3,Russian,etymologically_related_to,Hebrew
2,Russian,etymologically_related_to,Azerbaijani
2,Russian,etymologically_related_to,Karakalpak
1,Russian,etymologically_related_to,Chakavian Serbo-Croatian
8,Russian,etymologically_related_to,Old Polish
1,Russian,etymologically_related_to,Malay
1,Russian,etymologically_related_to,Gaulish
2,Russian,etymologically_related_to,Finnish
11,Russian,etymologically_related_to,Mandarin
6,Russian,etymologically_related_to,Middle Chinese
2,Russian,etymologically_related_to,Old Ossetic
2,Russian,etymologically_related_to,Proto-Indo-Iranian
3,Russian,etymologically_related_to,Kyrgyz
1,Russian,etymologically_related_to,Karakhanid
3,Russian,etymologically_related_to,Abkhaz
3,Russian,etymologically_related_to,Laz
2,Russian,etymologically_related_to,Mingrelian
3,Russian,etymologically_related_to,Mongolian
2,Russian,etymologically_related_to,Talysh
1,Russian,etymologically_related_to,Buryat
1,Russian,etymologically_related_to,Thai
1,Russian,etymologically_related_to,Old Czech
3,Russian,etymologically_related_to,Norwegian
1,Russian,etymologically_related_to,Egyptian
2,Russian,etymologically_related_to,Kashubian
1,Russian,etymologically_related_to,Aramaic
1,Russian,etymologically_related_to,Old French
1,Russian,etymologically_related_to,Proto-Turkic
1,Russian,etymologically_related_to,Tocharian B
1,Russian,etymologically_related_to,Old Lithuanian
3,Russian,etymologically_related_to,Chechen
373,Russian,derived_from,Proto-Indo-European
391,Russian,derived_from,Proto-Slavic
100,Russian,derived_from,French
30,Russian,derived_from,Hebrew
37,Russian,derived_from,Proto-Germanic
355,Russian,derived_from,Latin
65,Russian,derived_from,Arabic
268,Russian,derived_from,Ancient Greek
26,Russian,derived_from,Byzantine Greek
57,Russian,derived_from,Old East Slavic
67,Russian,derived_from,Persian
70,Russian,derived_from,Old Church Slavonic
5,Russian,derived_from,Aramaic
12,Russian,derived_from,Spanish
36,Russian,derived_from,Proto-Balto-Slavic
55,Russian,derived_from,Italian
20,Russian,derived_from,Old High German
5,Russian,derived_from,Old Turkic
1,Russian,derived_from,Khitan
2,Russian,derived_from,Proto-West Germanic
3,Russian,derived_from,Middle Persian
2,Russian,derived_from,Old Chinese
8,Russian,derived_from,Middle Low German
7,Russian,derived_from,Middle Dutch
9,Russian,derived_from,Middle French
2,Russian,derived_from,Old Persian
143,Russian,derived_from,German
49,Russian,derived_from,English
18,Russian,derived_from,Old Norse
8,Russian,derived_from,Gothic
8,Russian,derived_from,Portuguese
1,Russian,derived_from,Wolof
3,Russian,derived_from,Proto-Celtic
20,Russian,derived_from,Late Latin
25,Russian,derived_from,Medieval Latin
1,Russian,derived_from,Chukchi
18,Russian,derived_from,Old French
2,Russian,derived_from,Old Czech
9,Russian,derived_from,New Latin
11,Russian,derived_from,Koine Greek
7,Russian,derived_from,Korean
12,Russian,derived_from,Japanese
2,Russian,derived_from,Serbo-Croatian
9,Russian,derived_from,Sanskrit
11,Russian,derived_from,Czech
12,Russian,derived_from,Ottoman Turkish
51,Russian,derived_from,Polish
35,Russian,derived_from,Middle High German
16,Russian,derived_from,Dutch
4,Russian,derived_from,Hindi
23,Russian,derived_from,Proto-Turkic
1,Russian,derived_from,Avestan
10,Russian,derived_from,Vulgar Latin
2,Russian,derived_from,trk
1,Russian,derived_from,West Frisian
2,Russian,derived_from,Tajik
7,Russian,derived_from,Ukrainian
2,Russian,derived_from,Russian
2,Russian,derived_from,Romani
1,Russian,derived_from,Bavarian
2,Russian,derived_from,Old Swedish
3,Russian,derived_from,Georgian
1,Russian,derived_from,Tagalog
1,Russian,derived_from,Quechua
1,Russian,derived_from,Tibetan
3,Russian,derived_from,Sumerian
1,Russian,derived_from,Pali
2,Russian,derived_from,Gaulish
6,Russian,derived_from,Biblical Hebrew
2,Russian,derived_from,Andalusian Arabic
2,Russian,derived_from,Low German
5,Russian,derived_from,Malay
1,Russian,derived_from,Nahuatl
6,Russian,derived_from,Turkish
1,Russian,derived_from,Chechen
1,Russian,derived_from,Bashkir
2,Russian,derived_from,Chuvash
8,Russian,derived_from,Tatar
2,Russian,derived_from,Proto-Mongolic
4,Russian,derived_from,Mongolian
1,Russian,derived_from,Provençal
2,Russian,derived_from,Old Spanish
2,Russian,derived_from,Old Occitan
1,Russian,derived_from,Demotic
3,Russian,derived_from,Egyptian
8,Russian,derived_from,Mandarin
1,Russian,derived_from,Erzya
1,Russian,derived_from,Komi-Zyrian
15,Russian,derived_from,Armenian
2,Russian,derived_from,Kazakh
1,Russian,derived_from,Uzbek
6,Russian,derived_from,Greek
1,Russian,derived_from,Javanese
1,Russian,derived_from,Proto-Iranian
3,Russian,derived_from,Proto-Indo-Iranian
1,Russian,derived_from,Venetian
2,Russian,derived_from,Okinawan
1,Russian,derived_from,Old Median
2,Russian,derived_from,Middle Mongolian
1,Russian,derived_from,Proto-Samic
6,Russian,derived_from,Yiddish
2,Russian,derived_from,Tamil
1,Russian,derived_from,Swedish
4,Russian,derived_from,Lithuanian
1,Russian,derived_from,Bulgarian
2,Russian,derived_from,Frankish
4,Russian,derived_from,Old Polish
1,Russian,derived_from,Malayalam
1,Russian,derived_from,Ligurian
1,Russian,derived_from,Urdu
1,Russian,derived_from,Icelandic
3,Russian,derived_from,Middle Chinese
1,Russian,derived_from,Burmese
1,Russian,derived_from,Chichewa
1,Russian,derived_from,Palauan
1,Russian,derived_from,Kyrgyz
1,Russian,derived_from,Evenki
1,Russian,derived_from,Ojibwe
1,Russian,derived_from,Belarusian
1,Russian,derived_from,Sogdian
1,Russian,derived_from,Proto-Malayic
1,Russian,derived_from,Proto-Malayo-Polynesian
1,Russian,derived_from,Karakhanid
2,Russian,derived_from,Cantonese
2,Russian,derived_from,Etruscan
2,Russian,derived_from,Irish
1,Russian,derived_from,Talysh
1,Russian,derived_from,Old Latin
1,Russian,derived_from,Proto-Italic
1,Russian,derived_from,Abaza
1,Russian,derived_from,Kalmyk
1,Russian,derived_from,Nootka
1,Russian,derived_from,Kumyk
2,Russian,derived_from,Hungarian
1,Russian,derived_from,Coptic
1,Russian,derived_from,Azerbaijani
1,Russian,derived_from,Middle English
1,Russian,derived_from,Old Italian
2,Russian,derived_from,Akkadian
2,Russian,derived_from,Romanian
1,Russian,derived_from,Proto-Semitic
1,Russian,derived_from,Finnish
1,Russian,derived_from,Chinese
1,Russian,derived_from,Yakut
1,Russian,derived_from,Phoenician
1,Russian,derived_from,Estonian
2,Russian,derived_from,Classical Mongolian
2,Russian,derived_from,Classical Tibetan
33,Russian,back-formation_from,Russian
2578,Russian,inherited_from,Proto-Slavic
160,Russian,inherited_from,Proto-Indo-European
986,Russian,inherited_from,Old East Slavic
71,Russian,inherited_from,Proto-Balto-Slavic
1,Russian,inherited_from,Old Church Slavonic
3,Russian,inherited_from,Old Russian
1,Russian,inherited_from,Proto-Mongolic
246,Russian,borrowed_from,Ancient Greek
35,Russian,borrowed_from,Hebrew
303,Russian,borrowed_from,Old Church Slavonic
974,Russian,borrowed_from,French
644,Russian,borrowed_from,German
797,Russian,borrowed_from,English
320,Russian,borrowed_from,Latin
5,Russian,borrowed_from,Mongolian
67,Russian,borrowed_from,Arabic
211,Russian,borrowed_from,Polish
28,Russian,borrowed_from,Georgian
1,Russian,borrowed_from,Kildin Sami
6,Russian,borrowed_from,Azerbaijani
204,Russian,borrowed_from,Japanese
131,Russian,borrowed_from,Italian
111,Russian,borrowed_from,Dutch
14,Russian,borrowed_from,Kazakh
43,Russian,borrowed_from,Ukrainian
4,Russian,borrowed_from,Serbo-Croatian
10,Russian,borrowed_from,Belarusian
13,Russian,borrowed_from,Hindi
24,Russian,borrowed_from,Sanskrit
6,Russian,borrowed_from,New Latin
8,Russian,borrowed_from,Swedish
32,Russian,borrowed_from,Persian
20,Russian,borrowed_from,Yiddish
5,Russian,borrowed_from,Burmese
2,Russian,borrowed_from,Tibetan
13,Russian,borrowed_from,Middle High German
8,Russian,borrowed_from,Middle Low German
18,Russian,borrowed_from,Greek
7,Russian,borrowed_from,Bulgarian
40,Russian,borrowed_from,Ottoman Turkish
2,Russian,borrowed_from,Urdu
44,Russian,borrowed_from,Spanish
19,Russian,borrowed_from,Tatar
2,Russian,borrowed_from,Kyrgyz
8,Russian,borrowed_from,Uzbek
12,Russian,borrowed_from,Turkish
1,Russian,borrowed_from,Turkmen
12,Russian,borrowed_from,Old Norse
2,Russian,borrowed_from,Chagatai
19,Russian,borrowed_from,Korean
1,Russian,borrowed_from,Norwegian
4,Russian,borrowed_from,Old French
7,Russian,borrowed_from,Late Latin
12,Russian,borrowed_from,Czech
11,Russian,borrowed_from,Byzantine Greek
4,Russian,borrowed_from,Low German
1,Russian,borrowed_from,Ingush
3,Russian,borrowed_from,Ossetian
2,Russian,borrowed_from,Komi-Zyrian
2,Russian,borrowed_from,Old East Slavic
2,Russian,borrowed_from,Buryat
1,Russian,borrowed_from,Karachay-Balkar
9,Russian,borrowed_from,Crimean Tatar
4,Russian,borrowed_from,Malay
4,Russian,borrowed_from,Romanian
2,Russian,borrowed_from,Kipchak
86,Russian,borrowed_from,Armenian
22,Russian,borrowed_from,Mandarin
3,Russian,borrowed_from,Hungarian
3,Russian,borrowed_from,Eastern Mari
4,Russian,borrowed_from,Lithuanian
2,Russian,borrowed_from,Swahili
9,Russian,borrowed_from,Finnish
4,Russian,borrowed_from,Estonian
3,Russian,borrowed_from,Old Polish
9,Russian,borrowed_from,Medieval Latin
12,Russian,borrowed_from,Portuguese
2,Russian,borrowed_from,Tamil
1,Russian,borrowed_from,Oriya
2,Russian,borrowed_from,Afrikaans
1,Russian,borrowed_from,Tuvan
4,Russian,borrowed_from,Yakut
5,Russian,borrowed_from,Chinese
1,Russian,borrowed_from,trk
3,Russian,borrowed_from,Thai
1,Russian,borrowed_from,Bengali
1,Russian,borrowed_from,Latvian
1,Russian,borrowed_from,Vietnamese
2,Russian,borrowed_from,Tajik
1,Russian,borrowed_from,Abkhaz
1,Russian,borrowed_from,Akkadian
1,Russian,borrowed_from,Min Nan
1,Russian,borrowed_from,Karelian
2,Russian,borrowed_from,Faroese
1,Russian,borrowed_from,Karakhanid
2,Russian,borrowed_from,Itelmen
1,Russian,borrowed_from,Danish
1,Russian,borrowed_from,Proto-Turkic
1,Russian,borrowed_from,Chinook Jargon
2,Russian,borrowed_from,Romani
1,Russian,borrowed_from,Venetian
1,Russian,borrowed_from,Indonesian
1,Russian,borrowed_from,Khanty
1,Russian,borrowed_from,Southern Altai
1,Russian,borrowed_from,Western Mari
1,Russian,borrowed_from,Upper Sorbian
1,Russian,borrowed_from,Lower Sorbian
1,Russian,borrowed_from,Evenki
1,Russian,borrowed_from,Old Italian
1,Russian,borrowed_from,Chukchi
1,Russian,borrowed_from,Pashto
1,Russian,borrowed_from,Kumyk
1,Russian,borrowed_from,Middle Dutch
1,Russian,borrowed_from,Koine Greek
1,Russian,borrowed_from,Northern Sami
1,Russian,borrowed_from,Mansi
1,Russian,borrowed_from,Tundra Nenets
466,Russian,has_root,Proto-Indo-European
48271,Russian,has_affix,Russian
93,Russian,has_affix,Proto-Slavic
6,Russian,has_affix,Ancient Greek
17,Russian,has_affix,Old East Slavic
5,Russian,has_affix,Old Church Slavonic
2,Russian,has_affix,Latin
2,Russian,has_affix,French
4,Russian,has_affix,German
2,Russian,has_affix,Tatar
2,Russian,has_affix,Ukrainian
3,Russian,has_affix,Old Polish
308,Russian,doublet_with,Russian
1,Russian,doublet_with,Serbo-Croatian
858,Russian,has_prefix_with_root,Russian
1,Russian,has_prefix_with_root,Old Church Slavonic
5,Russian,has_prefix_with_root,Proto-Slavic
1,Russian,has_prefix_with_root,Proto-Indo-European
1,Russian,has_prefix_with_root,Hebrew
643,Russian,has_suffix,Russian
5,Russian,has_suffix,Proto-Slavic
1,Russian,has_suffix,Proto-Indo-European
1,Russian,has_suffix,Hebrew
1,Russian,has_prefix,Old Church Slavonic
253,Russian,has_prefix,Russian
22,Russian,calque_of,Ancient Greek
38,Russian,calque_of,French
80,Russian,calque_of,German
47,Russian,calque_of,Latin
15,Russian,calque_of,English
1,Russian,calque_of,Chinese
10,Russian,calque_of,New Latin
2,Russian,calque_of,Late Latin
1,Russian,calque_of,Russian
3,Russian,compound_of,Old Church Slavonic
77,Russian,compound_of,Russian
8,Russian,compound_of,Proto-Slavic
4,Russian,compound_of,Dutch
4,Russian,compound_of,German
2,Russian,compound_of,Evenki
47,Russian,has_confix,Russian
42,Russian,blend_of,Russian
2,Russian,semantic_loan_of,English
2,Russian,semantic_loan_of,German
1,Russian,semantic_loan_of,Ancient Greek
53,Russian,clipping_of,Russian
2,Russian,named_after,Russian
1,Russian,named_after,English
3,Russian,learned_borrowing_from,German
1,Russian,learned_borrowing_from,Old Norse
441,Ukrainian,etymologically_related_to,Ukrainian
36,Ukrainian,etymologically_related_to,Proto-Indo-European
10,Ukrainian,etymologically_related_to,Czech
1,Ukrainian,etymologically_related_to,Hungarian
20,Ukrainian,etymologically_related_to,English
1,Ukrainian,etymologically_related_to,Dutch
35,Ukrainian,etymologically_related_to,Russian
13,Ukrainian,etymologically_related_to,Belarusian
28,Ukrainian,etymologically_related_to,Polish
9,Ukrainian,etymologically_related_to,Slovak
97,Ukrainian,etymologically_related_to,Ancient Greek
41,Ukrainian,etymologically_related_to,Old East Slavic
108,Ukrainian,etymologically_related_to,Proto-Slavic
12,Ukrainian,etymologically_related_to,Old Church Slavonic
2,Ukrainian,etymologically_related_to,Turkish
3,Ukrainian,etymologically_related_to,Proto-Balto-Slavic
22,Ukrainian,etymologically_related_to,Serbo-Croatian
25,Ukrainian,etymologically_related_to,Latin
1,Ukrainian,etymologically_related_to,Proto-Celtic
9,Ukrainian,etymologically_related_to,German
8,Ukrainian,etymologically_related_to,Old Ukrainian
