count,lang,rel_type,rel_lang
198,Scottish Gaelic,derived_from,Latin
54,Scottish Gaelic,derived_from,Proto-Celtic
56,Scottish Gaelic,derived_from,Old Irish
15,Scottish Gaelic,derived_from,Middle English
19,Scottish Gaelic,derived_from,Proto-Germanic
1,Scottish Gaelic,derived_from,French
47,Scottish Gaelic,derived_from,Ancient Greek
6,Scottish Gaelic,derived_from,Proto-West Germanic
22,Scottish Gaelic,derived_from,Old English
11,Scottish Gaelic,derived_from,Middle Irish
25,Scottish Gaelic,derived_from,Old Norse
2,Scottish Gaelic,derived_from,Aramaic
12,Scottish Gaelic,derived_from,Late Latin
5,Scottish Gaelic,derived_from,Medieval Latin
1,Scottish Gaelic,derived_from,Old Welsh
8,Scottish Gaelic,derived_from,Vulgar Latin
5,Scottish Gaelic,derived_from,Hebrew
34,Scottish Gaelic,derived_from,Old French
10,Scottish Gaelic,derived_from,Anglo-Norman
3,Scottish Gaelic,derived_from,Arabic
1,Scottish Gaelic,derived_from,Persian
2,Scottish Gaelic,derived_from,Sanskrit
4,Scottish Gaelic,derived_from,Proto-Brythonic
5,Scottish Gaelic,derived_from,English
4,Scottish Gaelic,derived_from,Dutch
1,Scottish Gaelic,derived_from,Min Nan
1,Scottish Gaelic,derived_from,Proto-Sino-Tibetan
1,Scottish Gaelic,derived_from,Ottoman Turkish
1,Scottish Gaelic,derived_from,Old Northern French
4,Scottish Gaelic,derived_from,Italian
1,Scottish Gaelic,derived_from,Welsh
2,Scottish Gaelic,derived_from,Portuguese
1,Scottish Gaelic,derived_from,Malay
1,Scottish Gaelic,derived_from,Kannada
1,Scottish Gaelic,derived_from,Hindi
3,Scottish Gaelic,derived_from,Biblical Hebrew
1,Scottish Gaelic,derived_from,Middle Dutch
1,Scottish Gaelic,derived_from,Old Dutch
1,Scottish Gaelic,derived_from,Gaulish
2,Scottish Gaelic,derived_from,Frankish
1,Scottish Gaelic,derived_from,Old Cornish
1,Scottish Gaelic,derived_from,Middle French
1,Scottish Gaelic,derived_from,Spanish
1488,Scottish Gaelic,inherited_from,Old Irish
394,Scottish Gaelic,inherited_from,Proto-Celtic
147,Scottish Gaelic,inherited_from,Proto-Indo-European
339,Scottish Gaelic,inherited_from,Middle Irish
2,Scottish Gaelic,inherited_from,Proto-Germanic
9,Scottish Gaelic,inherited_from,Primitive Irish
2,Scottish Gaelic,inherited_from,Latin
1,Scottish Gaelic,inherited_from,Old English
112,Scottish Gaelic,has_root,Proto-Indo-European
1,Scottish Gaelic,clipping_of,Scottish Gaelic
366,Scottish Gaelic,etymologically_related_to,Old Irish
616,Scottish Gaelic,etymologically_related_to,Scottish Gaelic
2,Scottish Gaelic,etymologically_related_to,Proto-Germanic
40,Scottish Gaelic,etymologically_related_to,Middle Irish
43,Scottish Gaelic,etymologically_related_to,Proto-Celtic
85,Scottish Gaelic,etymologically_related_to,Proto-Indo-European
20,Scottish Gaelic,etymologically_related_to,English
31,Scottish Gaelic,etymologically_related_to,Irish
44,Scottish Gaelic,etymologically_related_to,Latin
5,Scottish Gaelic,etymologically_related_to,Welsh
1,Scottish Gaelic,etymologically_related_to,Tocharian B
3,Scottish Gaelic,etymologically_related_to,Cornish
6,Scottish Gaelic,etymologically_related_to,Gaulish
10,Scottish Gaelic,etymologically_related_to,Old English
7,Scottish Gaelic,etymologically_related_to,Manx
20,Scottish Gaelic,etymologically_related_to,Ancient Greek
4,Scottish Gaelic,etymologically_related_to,Sanskrit
4,Scottish Gaelic,etymologically_related_to,Breton
4,Scottish Gaelic,etymologically_related_to,Old Prussian
2,Scottish Gaelic,etymologically_related_to,Proto-Slavic
2,Scottish Gaelic,etymologically_related_to,Gothic
7,Scottish Gaelic,etymologically_related_to,Old French
3,Scottish Gaelic,etymologically_related_to,Undetermined
2,Scottish Gaelic,etymologically_related_to,Old Norse
1,Scottish Gaelic,etymologically_related_to,Italian
1,Scottish Gaelic,etymologically_related_to,German
2,Scottish Gaelic,etymologically_related_to,Lithuanian
2,Scottish Gaelic,etymologically_related_to,Proto-Brythonic
1,Scottish Gaelic,etymologically_related_to,Alemannic German
2,Scottish Gaelic,etymologically_related_to,Hebrew
1,Scottish Gaelic,etymologically_related_to,Middle Breton
1,Scottish Gaelic,etymologically_related_to,French
3,Scottish Gaelic,etymologically_related_to,Middle English
1,Scottish Gaelic,etymologically_related_to,Scots
1,Scottish Gaelic,etymologically_related_to,Chong
2,Scottish Gaelic,etymologically_related_to,Norn
178,Scottish Gaelic,borrowed_from,English
14,Scottish Gaelic,borrowed_from,Scots
22,Scottish Gaelic,borrowed_from,Middle English
18,Scottish Gaelic,borrowed_from,Old Norse
3,Scottish Gaelic,borrowed_from,Old English
23,Scottish Gaelic,borrowed_from,Latin
5,Scottish Gaelic,borrowed_from,French
5,Scottish Gaelic,borrowed_from,Old French
3,Scottish Gaelic,borrowed_from,Middle French
1,Scottish Gaelic,borrowed_from,Welsh
1,Scottish Gaelic,borrowed_from,Norn
1,Scottish Gaelic,borrowed_from,Ancient Greek
1,Scottish Gaelic,borrowed_from,Old Welsh
1,Scottish Gaelic,borrowed_from,Hebrew
1,Scottish Gaelic,borrowed_from,Pictish
1,Scottish Gaelic,borrowed_from,Anglo-Norman
1,Scottish Gaelic,borrowed_from,Late Latin
1,Scottish Gaelic,borrowed_from,Italian
1,Scottish Gaelic,borrowed_from,Old Irish
10,Scottish Gaelic,doublet_with,Scottish Gaelic
1,Scottish Gaelic,back-formation_from,Scottish Gaelic
1470,Scottish Gaelic,has_affix,Scottish Gaelic
13,Scottish Gaelic,has_affix,Old Irish
2,Scottish Gaelic,has_affix,Middle Irish
1204,Scottish Gaelic,has_prefix_with_root,Scottish Gaelic
491,Scottish Gaelic,has_suffix,Scottish Gaelic
343,Scottish Gaelic,compound_of,Scottish Gaelic
2,Scottish Gaelic,compound_of,English
725,Scottish Gaelic,has_prefix,Scottish Gaelic
104,Scottish Gaelic,has_confix,Scottish Gaelic
15,Scottish Gaelic,calque_of,English
1,Scottish Gaelic,calque_of,Latin
1,Scottish Gaelic,calque_of,German
1,Scottish Gaelic,calque_of,Irish
1,Scottish Gaelic,calque_of,Basque
68,Limburgish,inherited_from,Proto-Germanic
87,Limburgish,inherited_from,Middle Dutch
74,Limburgish,inherited_from,Old Dutch
16,Limburgish,inherited_from,Proto-West Germanic
14,Limburgish,inherited_from,Proto-Indo-European
3,Limburgish,borrowed_from,English
1,Limburgish,borrowed_from,Latin
29,Limburgish,borrowed_from,French
9,Limburgish,borrowed_from,Dutch
4,Limburgish,borrowed_from,German
1,Limburgish,borrowed_from,Middle Low German
11,Limburgish,etymologically_related_to,Middle Dutch
1,Limburgish,etymologically_related_to,Luxembourgish
47,Limburgish,etymologically_related_to,Limburgish
5,Limburgish,etymologically_related_to,Old Dutch
1,Limburgish,etymologically_related_to,Low German
4,Limburgish,etymologically_related_to,Proto-Germanic
2,Limburgish,etymologically_related_to,Proto-Indo-European
1,Limburgish,etymologically_related_to,French
1,Limburgish,etymologically_related_to,Ancient Greek
4,Limburgish,derived_from,Dutch
7,Limburgish,derived_from,English
1,Limburgish,derived_from,Walloon
3,Limburgish,derived_from,Old High German
15,Limburgish,derived_from,Proto-Indo-European
5,Limburgish,derived_from,Latin
2,Limburgish,derived_from,Proto-Germanic
2,Limburgish,derived_from,Spanish
1,Limburgish,derived_from,Old French
1,Limburgish,derived_from,Ancient Greek
1,Limburgish,derived_from,Proto-Celtic
1,Limburgish,derived_from,French
1,Limburgish,derived_from,Italian
1,Limburgish,derived_from,Proto-West Germanic
2,Limburgish,has_root,Proto-Indo-European
24,Limburgish,compound_of,Limburgish
26,Limburgish,has_affix,Limburgish
5,Limburgish,has_prefix_with_root,Limburgish
4,Limburgish,has_suffix,Limburgish
3,Limburgish,clipping_of,Limburgish
1188,Chinese,borrowed_from,English
134,Chinese,borrowed_from,Sanskrit
8,Chinese,borrowed_from,Vietnamese
2,Chinese,borrowed_from,Teochew
79,Chinese,borrowed_from,French
151,Chinese,borrowed_from,Tibetan
95,Chinese,borrowed_from,Malay
4,Chinese,borrowed_from,Xianbei
3,Chinese,borrowed_from,Chinese
12,Chinese,borrowed_from,Min Nan
4,Chinese,borrowed_from,Zhuang
43,Chinese,borrowed_from,Thai
2,Chinese,borrowed_from,Lingao
4,Chinese,borrowed_from,Proto-Mon-Khmer
13,Chinese,borrowed_from,Burmese
34,Chinese,borrowed_from,New Latin
9,Chinese,borrowed_from,Korean
16,Chinese,borrowed_from,Dutch
99,Chinese,borrowed_from,Japanese
1,Chinese,borrowed_from,Proto-Tibeto-Burman
2,Chinese,borrowed_from,Proto-Turkic
1,Chinese,borrowed_from,Proto-Hmong-Mien
1,Chinese,borrowed_from,Proto-Loloish
1,Chinese,borrowed_from,Proto-Vietic
190,Chinese,borrowed_from,Uyghur
1,Chinese,borrowed_from,Old Khmer
1,Chinese,borrowed_from,Hlai
33,Chinese,borrowed_from,Biblical Hebrew
78,Chinese,borrowed_from,Russian
13,Chinese,borrowed_from,Tagalog
8,Chinese,borrowed_from,Pali
57,Chinese,borrowed_from,Arabic
39,Chinese,borrowed_from,German
107,Chinese,borrowed_from,Manchu
1,Chinese,borrowed_from,Xiongnu
1,Chinese,borrowed_from,Ukrainian
26,Chinese,borrowed_from,Ancient Greek
1,Chinese,borrowed_from,Bactrian
70,Chinese,borrowed_from,Mongolian
11,Chinese,borrowed_from,Indonesian
2,Chinese,borrowed_from,Hiligaynon
17,Chinese,borrowed_from,Latin
31,Chinese,borrowed_from,Spanish
28,Chinese,borrowed_from,Persian
32,Chinese,borrowed_from,Italian
2,Chinese,borrowed_from,Chagatai
1,Chinese,borrowed_from,Balti
1,Chinese,borrowed_from,Finnish
2,Chinese,borrowed_from,Atayal
10,Chinese,borrowed_from,Portuguese
3,Chinese,borrowed_from,Hungarian
1,Chinese,borrowed_from,Ido
2,Chinese,borrowed_from,Bunun
1,Chinese,borrowed_from,Paiwan
2,Chinese,borrowed_from,Serbo-Croatian
1,Chinese,borrowed_from,Khotanese
8,Chinese,borrowed_from,Polish
1,Chinese,borrowed_from,Yiddish
2,Chinese,borrowed_from,Czech
1,Chinese,borrowed_from,Slovak
2,Chinese,borrowed_from,Georgian
6,Chinese,borrowed_from,Middle Mongolian
2,Chinese,borrowed_from,Yami
1,Chinese,borrowed_from,Romanian
1,Chinese,borrowed_from,Old Persian
1,Chinese,borrowed_from,Dzongkha
1,Chinese,borrowed_from,Afrikaans
3,Chinese,borrowed_from,Hebrew
1,Chinese,borrowed_from,Papora
4,Chinese,borrowed_from,Kazakh
3,Chinese,borrowed_from,Lü
1,Chinese,borrowed_from,Somali
3,Chinese,borrowed_from,Hindi
4,Chinese,borrowed_from,Urdu
1,Chinese,borrowed_from,Middle Persian
3,Chinese,borrowed_from,Taroko
1,Chinese,borrowed_from,Old Tagalog
2,Chinese,borrowed_from,Greek
1,Chinese,borrowed_from,sla
2,Chinese,borrowed_from,Amis
2,Chinese,borrowed_from,Turkish
3,Chinese,borrowed_from,Swedish
18,Chinese,borrowed_from,Khmer
1,Chinese,borrowed_from,Northern Tujia
3,Chinese,borrowed_from,Siraya
2,Chinese,borrowed_from,Kavalan
3,Chinese,borrowed_from,Classical Mongolian
1,Chinese,borrowed_from,Swahili
4,Chinese,borrowed_from,Tai Nüa
2,Chinese,borrowed_from,Kyrgyz
1,Chinese,borrowed_from,Catalan
1,Chinese,borrowed_from,Basque
9,Chinese,borrowed_from,Lao
1,Chinese,borrowed_from,Central Sama
1,Chinese,borrowed_from,Zaiwa
1,Chinese,borrowed_from,Bengali
1,Chinese,borrowed_from,Tuvan
1,Chinese,borrowed_from,Basay
1,Chinese,borrowed_from,Old Japanese
1,Chinese,borrowed_from,Proto-Japonic
1,Chinese,borrowed_from,Ketangalan
3,Chinese,borrowed_from,Hokkien
1,Chinese,borrowed_from,Proto-Tai
1,Chinese,borrowed_from,Cantonese
1,Chinese,borrowed_from,Old Turkic
1,Chinese,borrowed_from,Puyuma
2,Chinese,borrowed_from,Rukai
1,Chinese,borrowed_from,Saisiyat
1,Chinese,borrowed_from,Nepali
1,Chinese,borrowed_from,Tsou
2,Chinese,borrowed_from,Kanakanabu
1,Chinese,borrowed_from,Belarusian
1,Chinese,borrowed_from,Kapampangan
3,Chinese,borrowed_from,Written Oirat
1,Chinese,borrowed_from,Nanai
1,Chinese,borrowed_from,Northern Kurdish
1,Chinese,borrowed_from,Gelao
5,Chinese,borrowed_from,Classical Syriac
1,Chinese,borrowed_from,Maguindanao
1,Chinese,borrowed_from,Tausug
1,Chinese,borrowed_from,Saaroa
1,Chinese,borrowed_from,Sakizaya
1,Chinese,borrowed_from,Giangan
1,Chinese,borrowed_from,Obo Manobo
1,Chinese,borrowed_from,Tagabawa
2,Chinese,borrowed_from,Cebuano
2,Chinese,borrowed_from,Butuanon
1,Chinese,borrowed_from,Javanese
1,Chinese,borrowed_from,Old Javanese
550,Chinese,inherited_from,Proto-Sino-Tibetan
1,Chinese,inherited_from,Middle Mongolian
126,Chinese,etymologically_related_to,Tibetan
67,Chinese,etymologically_related_to,Undetermined
31,Chinese,etymologically_related_to,Burmese
10,Chinese,etymologically_related_to,Jingpho
9,Chinese,etymologically_related_to,Latin
177,Chinese,etymologically_related_to,Chinese
33,Chinese,etymologically_related_to,Proto-Sino-Tibetan
44,Chinese,etymologically_related_to,Japanese
69,Chinese,etymologically_related_to,Sanskrit
3,Chinese,etymologically_related_to,Buddhist Hybrid Sanskrit
13,Chinese,etymologically_related_to,Pali
10,Chinese,etymologically_related_to,Old Khmer
11,Chinese,etymologically_related_to,Mizo
5,Chinese,etymologically_related_to,Proto-Tai
1,Chinese,etymologically_related_to,Proto-Vietic
15,Chinese,etymologically_related_to,Khmer
6,Chinese,etymologically_related_to,Proto-Kuki-Chin
1,Chinese,etymologically_related_to,Sogdian
3,Chinese,etymologically_related_to,Middle Persian
1,Chinese,etymologically_related_to,Tamil
1,Chinese,etymologically_related_to,Drung
1,Chinese,etymologically_related_to,Japhug
17,Chinese,etymologically_related_to,Vietnamese
3,Chinese,etymologically_related_to,Proto-Austronesian
99,Chinese,etymologically_related_to,English
13,Chinese,etymologically_related_to,Korean
1,Chinese,etymologically_related_to,Central Bai
2,Chinese,etymologically_related_to,Sichuan Yi
4,Chinese,etymologically_related_to,Proto-Tibeto-Burman
8,Chinese,etymologically_related_to,Thai
1,Chinese,etymologically_related_to,Thado Chin
1,Chinese,etymologically_related_to,Breton
2,Chinese,etymologically_related_to,French
1,Chinese,etymologically_related_to,Proto-Loloish
14,Chinese,etymologically_related_to,Zhuang
4,Chinese,etymologically_related_to,Chepang
5,Chinese,etymologically_related_to,Middle Korean
6,Chinese,etymologically_related_to,Proto-Mon-Khmer
3,Chinese,etymologically_related_to,Gandhari
6,Chinese,etymologically_related_to,Middle Khmer
2,Chinese,etymologically_related_to,Proto-Lolo-Burmese
1,Chinese,etymologically_related_to,Proto-Bahnaric
4,Chinese,etymologically_related_to,Proto-Iranian
3,Chinese,etymologically_related_to,Egyptian
1,Chinese,etymologically_related_to,Miju
4,Chinese,etymologically_related_to,Dutch
4,Chinese,etymologically_related_to,Old Chinese
3,Chinese,etymologically_related_to,Min Nan
1,Chinese,etymologically_related_to,Mon
1,Chinese,etymologically_related_to,Proto-Yeniseian
1,Chinese,etymologically_related_to,Lepcha
1,Chinese,etymologically_related_to,Shwe Palaung
3,Chinese,etymologically_related_to,Proto-Indo-European
1,Chinese,etymologically_related_to,Proto-Semitic
5,Chinese,etymologically_related_to,Proto-Hmong-Mien
1,Chinese,etymologically_related_to,Chut
45,Chinese,etymologically_related_to,Mongolian
1,Chinese,etymologically_related_to,Proto-Min
3,Chinese,etymologically_related_to,Turkish
7,Chinese,etymologically_related_to,Arabic
1,Chinese,etymologically_related_to,Sindhi
1,Chinese,etymologically_related_to,Prakrit
2,Chinese,etymologically_related_to,Lao
11,Chinese,etymologically_related_to,Ancient Greek
1,Chinese,etymologically_related_to,Khotanese
2,Chinese,etymologically_related_to,Translingual
2,Chinese,etymologically_related_to,Chagatai
14,Chinese,etymologically_related_to,Manchu
5,Chinese,etymologically_related_to,Hindi
1,Chinese,etymologically_related_to,Middle Mongolian
7,Chinese,etymologically_related_to,Old Korean
5,Chinese,etymologically_related_to,Persian
9,Chinese,etymologically_related_to,Russian
2,Chinese,etymologically_related_to,Old Persian
2,Chinese,etymologically_related_to,Proto-Indo-Iranian
6,Chinese,etymologically_related_to,Uyghur
2,Chinese,etymologically_related_to,Written Oirat
1,Chinese,etymologically_related_to,Old Turkic
4,Chinese,etymologically_related_to,Tocharian B
4,Chinese,etymologically_related_to,Ge'ez
1,Chinese,etymologically_related_to,Lü
1,Chinese,etymologically_related_to,Southern Bai
2,Chinese,etymologically_related_to,Niya Prakrit
2,Chinese,etymologically_related_to,Kyrgyz
3,Chinese,etymologically_related_to,Karakhanid
1,Chinese,etymologically_related_to,Basque
1,Chinese,etymologically_related_to,Taroko
1,Chinese,etymologically_related_to,German
4,Chinese,etymologically_related_to,Urdu
4,Chinese,etymologically_related_to,Malay
2,Chinese,etymologically_related_to,Tai Nüa
2,Chinese,etymologically_related_to,Hungarian
1,Chinese,etymologically_related_to,Proto-Turkic
2,Chinese,etymologically_related_to,Indonesian
1,Chinese,etymologically_related_to,Tocharian A
1,Chinese,etymologically_related_to,Tagalog
1,Chinese,etymologically_related_to,Teochew
1,Chinese,etymologically_related_to,Old Japanese
1,Chinese,etymologically_related_to,Lingao
1,Chinese,etymologically_related_to,Tausug
1,Chinese,etymologically_related_to,Kazakh
1,Chinese,etymologically_related_to,Malagasy
1,Chinese,etymologically_related_to,Yámana
188,Chinese,derived_from,English
1,Chinese,derived_from,Proto-Hmong-Mien
1,Chinese,derived_from,Proto-Austronesian
24,Chinese,derived_from,Proto-Sino-Tibetan
69,Chinese,derived_from,Sanskrit
22,Chinese,derived_from,Japanese
4,Chinese,derived_from,Proto-Turkic
4,Chinese,derived_from,Gandhari
5,Chinese,derived_from,Proto-Tai
21,Chinese,derived_from,Hebrew
21,Chinese,derived_from,French
1,Chinese,derived_from,Buddhist Hybrid Sanskrit
10,Chinese,derived_from,Proto-Mon-Khmer
3,Chinese,derived_from,Old Turkic
13,Chinese,derived_from,Pali
5,Chinese,derived_from,German
16,Chinese,derived_from,Manchu
8,Chinese,derived_from,Dutch
9,Chinese,derived_from,Middle Mongolian
2,Chinese,derived_from,Middle Chinese
3,Chinese,derived_from,Proto-Tocharian
2,Chinese,derived_from,Proto-Indo-European
17,Chinese,derived_from,Latin
13,Chinese,derived_from,Persian
4,Chinese,derived_from,Portuguese
5,Chinese,derived_from,Tibetan
11,Chinese,derived_from,Malay
1,Chinese,derived_from,Hawaiian
1,Chinese,derived_from,Vietnamese
4,Chinese,derived_from,Siraya
10,Chinese,derived_from,Biblical Hebrew
3,Chinese,derived_from,Chinese
12,Chinese,derived_from,Min Nan
30,Chinese,derived_from,Ancient Greek
2,Chinese,derived_from,Tamil
1,Chinese,derived_from,Finnish
2,Chinese,derived_from,Tocharian A
1,Chinese,derived_from,Old Tagalog
10,Chinese,derived_from,Mongolian
2,Chinese,derived_from,Sogdian
1,Chinese,derived_from,Romanian
6,Chinese,derived_from,Indonesian
10,Chinese,derived_from,Classical Mongolian
1,Chinese,derived_from,Old East Slavic
18,Chinese,derived_from,Arabic
2,Chinese,derived_from,Moore
2,Chinese,derived_from,Dyula
8,Chinese,derived_from,Russian
1,Chinese,derived_from,Slovene
2,Chinese,derived_from,Luo
1,Chinese,derived_from,Lao
1,Chinese,derived_from,Middle Khmer
4,Chinese,derived_from,Hindi
3,Chinese,derived_from,Urdu
1,Chinese,derived_from,Classical Tibetan
2,Chinese,derived_from,Proto-Slavic
14,Chinese,derived_from,Spanish
1,Chinese,derived_from,Kongo
1,Chinese,derived_from,Classical Tagalog
16,Chinese,derived_from,Written Oirat
2,Chinese,derived_from,Palauan
4,Chinese,derived_from,Chagatai
1,Chinese,derived_from,Ottoman Turkish
4,Chinese,derived_from,Middle Persian
1,Chinese,derived_from,Turkish
1,Chinese,derived_from,Danish
1,Chinese,derived_from,Old Danish
1,Chinese,derived_from,Tocharian B
1,Chinese,derived_from,Italian
1,Chinese,derived_from,Chichewa
1,Chinese,derived_from,Bactrian
1,Chinese,derived_from,Mandingo
1,Chinese,derived_from,Old Spanish
1,Chinese,derived_from,Proto-Germanic
4,Chinese,derived_from,Uyghur
3,Chinese,derived_from,Classical Nahuatl
1,Chinese,derived_from,Babuza
2,Chinese,derived_from,Proto-Indo-Iranian
1,Chinese,derived_from,Ainu
1,Chinese,derived_from,Paiwan
6,Chinese,derived_from,Zhuang
1,Chinese,derived_from,Thai
1,Chinese,derived_from,Dzongkha
1,Chinese,derived_from,Nanai
1,Chinese,derived_from,Lakota
2,Chinese,derived_from,Dakota
1,Chinese,derived_from,Mvuba
1,Chinese,derived_from,Middle English
1,Chinese,derived_from,Old French
1,Chinese,derived_from,Bengali
2,Chinese,derived_from,Hokkien
1,Chinese,derived_from,Irish
1,Chinese,derived_from,Classical Persian
1,Chinese,derived_from,Hungarian
3,Chinese,derived_from,Tagalog
1,Chinese,derived_from,Pashto
1,Chinese,derived_from,Mapudungun
1,Chinese,derived_from,Maori
1,Chinese,derived_from,Swedish
1,Chinese,derived_from,Nepali
1,Chinese,derived_from,Korean
1,Chinese,derived_from,Igbo
1,Chinese,derived_from,Yakut
1,Chinese,derived_from,Old Church Slavonic
1,Chinese,derived_from,Proto-Indo-Aryan
1,Chinese,derived_from,Classical Malay
1,Chinese,derived_from,Proto-Malayo-Polynesian
1,Chinese,derived_from,Yámana
1,Chinese,derived_from,Tigre
1,Chinese,derived_from,Akan
1,Chinese,derived_from,Gujarati
1,Chinese,derived_from,Marathi
1,Chinese,derived_from,Punjabi
3,Chinese,orthographic_borrowing_from,Korean
719,Chinese,orthographic_borrowing_from,Japanese
3,Chinese,orthographic_borrowing_from,Vietnamese
1,Chinese,orthographic_borrowing_from,English
3,Chinese,semantic_loan_of,French
12,Chinese,semantic_loan_of,English
1,Chinese,semantic_loan_of,Ancient Greek
1,Chinese,semantic_loan_of,Sanskrit
11,Chinese,blend_of,Chinese
327,Chinese,phono-semantic_matching_of,English
17,Chinese,phono-semantic_matching_of,Japanese
1,Chinese,phono-semantic_matching_of,Khmer
1,Chinese,phono-semantic_matching_of,Hindi
2,Chinese,phono-semantic_matching_of,Portuguese
1,Chinese,phono-semantic_matching_of,Burmese
6,Chinese,phono-semantic_matching_of,Tibetan
13,Chinese,phono-semantic_matching_of,Manchu
4,Chinese,phono-semantic_matching_of,Thai
23,Chinese,phono-semantic_matching_of,Malay
5,Chinese,phono-semantic_matching_of,Sanskrit
12,Chinese,phono-semantic_matching_of,German
20,Chinese,phono-semantic_matching_of,French
1,Chinese,phono-semantic_matching_of,Swedish
2,Chinese,phono-semantic_matching_of,Lao
2,Chinese,phono-semantic_matching_of,Ancient Greek
2,Chinese,phono-semantic_matching_of,Vietnamese
6,Chinese,phono-semantic_matching_of,Persian
3,Chinese,phono-semantic_matching_of,Russian
6,Chinese,phono-semantic_matching_of,Arabic
2,Chinese,phono-semantic_matching_of,Latin
2,Chinese,phono-semantic_matching_of,Uyghur
1,Chinese,phono-semantic_matching_of,Tagalog
2,Chinese,phono-semantic_matching_of,Mongolian
1,Chinese,phono-semantic_matching_of,Italian
1,Chinese,phono-semantic_matching_of,Chinese
2,Chinese,phono-semantic_matching_of,Spanish
2,Chinese,phono-semantic_matching_of,Cebuano
2,Chinese,phono-semantic_matching_of,Hebrew
1,Chinese,phono-semantic_matching_of,Dutch
1,Chinese,phono-semantic_matching_of,Northern Qiandong Miao
1,Chinese,phono-semantic_matching_of,Hungarian
2,Chinese,phono-semantic_matching_of,Korean
1,Chinese,phono-semantic_matching_of,Afrikaans
5,Chinese,calque_of,Manchu
34,Chinese,calque_of,Sanskrit
268,Chinese,calque_of,English
1,Chinese,calque_of,Vietnamese
6,Chinese,calque_of,Latin
2,Chinese,calque_of,Afrikaans
1,Chinese,calque_of,Serbo-Croatian
8,Chinese,calque_of,Pali
12,Chinese,calque_of,German
2,Chinese,calque_of,Mongolian
8,Chinese,calque_of,French
12,Chinese,calque_of,Russian
3,Chinese,calque_of,Tibetan
2,Chinese,calque_of,New Latin
3,Chinese,calque_of,Spanish
1,Chinese,calque_of,Buddhist Hybrid Sanskrit
4,Chinese,calque_of,Japanese
3,Chinese,calque_of,Min Nan
3,Chinese,calque_of,Malay
5,Chinese,calque_of,Korean
1,Chinese,calque_of,Portuguese
2,Chinese,calque_of,Italian
4,Chinese,calque_of,Polish
1,Chinese,calque_of,Arabic
4,Chinese,clipping_of,Chinese
50,Chinese,named_after,Chinese
28,Chinese,compound_of,Chinese
4,Chinese,compound_of,Sanskrit
2,Chinese,compound_of,Siraya
2,Chinese,compound_of,Dutch
1,Chinese,has_prefix_with_root,Central Sama
1,Chinese,has_prefix_with_root,Malay
1,Chinese,has_prefix_with_root,Chinese
1,Chinese,has_suffix,Central Sama
1,Chinese,has_suffix,Malay
1,Chinese,has_suffix,Chinese
1,Chinese,learned_borrowing_from,Polish
1,Chinese,learned_borrowing_from,Czech
2,Chinese,learned_borrowing_from,Latin
2,Chinese,learned_borrowing_from,Ancient Greek
1,Chinese,learned_borrowing_from,English
1,Chinese,learned_borrowing_from,French
13,Chinese,doublet_with,Chinese
2,Chinese,has_affix,Chinese
1,Japanese,etymologically_related_to,Proto-Indo-European
6253,Japanese,etymologically_related_to,Japanese
486,Japanese,etymologically_related_to,English
15,Japanese,etymologically_related_to,Latin
37,Japanese,etymologically_related_to,Korean
69,Japanese,etymologically_related_to,Middle Chinese
1,Japanese,etymologically_related_to,Proto-Vietic
479,Japanese,etymologically_related_to,Chinese
30,Japanese,etymologically_related_to,Old Japanese
5,Japanese,etymologically_related_to,Translingual
4,Japanese,etymologically_related_to,Proto-Japonic
1,Japanese,etymologically_related_to,Min Nan
26,Japanese,etymologically_related_to,Ainu
6,Japanese,etymologically_related_to,Okinawan
20,Japanese,etymologically_related_to,Sanskrit
5,Japanese,etymologically_related_to,Mongolian
3,Japanese,etymologically_related_to,Middle Korean
1,Japanese,etymologically_related_to,Proto-Sino-Tibetan
2,Japanese,etymologically_related_to,Pali
7,Japanese,etymologically_related_to,Mandarin
11,Japanese,etymologically_related_to,Portuguese
3,Japanese,etymologically_related_to,Finnish
3,Japanese,etymologically_related_to,Literary Chinese
9,Japanese,etymologically_related_to,Dutch
1,Japanese,etymologically_related_to,Ido
7,Japanese,etymologically_related_to,German
9,Japanese,etymologically_related_to,French
9,Japanese,etymologically_related_to,Italian
7,Japanese,etymologically_related_to,Ancient Greek
2,Japanese,etymologically_related_to,Tamil
1,Japanese,etymologically_related_to,Romanian
4,Japanese,etymologically_related_to,Arabic
1,Japanese,etymologically_related_to,Turkish
4,Japanese,etymologically_related_to,Thai
3,Japanese,etymologically_related_to,Russian
2,Japanese,etymologically_related_to,Hebrew
1,Japanese,etymologically_related_to,Irish
1,Japanese,etymologically_related_to,Old Irish
1,Japanese,etymologically_related_to,Khmer
5,Japanese,etymologically_related_to,Spanish
3,Japanese,etymologically_related_to,Old Norse
4,Japanese,etymologically_related_to,Vietnamese
1,Japanese,etymologically_related_to,Nivkh
1,Japanese,etymologically_related_to,Hokkien
1,Japanese,etymologically_related_to,Norwegian Nynorsk
2,Japanese,etymologically_related_to,Scottish Gaelic
3,Japanese,etymologically_related_to,Serbo-Croatian
1,Japanese,etymologically_related_to,Indonesian
2,Japanese,etymologically_related_to,Afrikaans
1,Japanese,etymologically_related_to,Kunigami
3,Japanese,etymologically_related_to,Lojban
1,Japanese,etymologically_related_to,Coptic
2,Japanese,etymologically_related_to,Hindi
2,Japanese,etymologically_related_to,Persian
